# StartTime = 08/11/2026 01:11:43.6990 PM
Time (sec), Short term fuel % trim - Bank 1 (%), Long term fuel % trim - Bank 1 (%), Engine RPM (RPM), Ignition timing advance for #1 cylinder (deg), O2 sensor lambda wide range (current probe)  (Bank 1  Sensor 1), Absolute load value (%), Knocking Retard (deg)
1021.929,0,4.6875,2904,15,1.9988174,11.764706,0
1022.129,0,4.6875,2884.5,23,1.0390435,13.725491,0
1022.374,2.34375,4.6875,2871.5,14.5,0.9332085,13.725491,0
1022.636,2.34375,4.6875,2871.5,14.5,0.9332085,13.725491,0
1022.898,2.34375,4.6875,2865,30,0.9223505,14.90196,0
1023.128,0.78125,4.6875,2869.75,33,0.911523,20.392157,0
1023.338,0.78125,4.6875,2884.25,31.5,0.900299,22.352942,0
1023.608,0.78125,4.6875,2898.25,29.5,0.9006345,24.313726,0
1023.832,0,4.6875,2902.75,23.5,0.9006345,24.313726,0
1024.054,0,4.6875,2902.75,23.5,0.889685,25.490196,0
1024.307,0.78125,4.6875,2902.75,27.5,0.9077105,25.490196,0
1024.505,-0.78125,4.6875,2919.75,26.5,0.920185,27.450981,0
1024.744,1.5625,4.6875,2925.5,29,0.9903655,28.235294,0
1024.987,0,4.6875,2925.5,29,0.9903655,28.235294,0
1025.236,-0.78125,4.6875,2936.75,32,0.990762,27.843138,0
1025.419,-0.78125,4.6875,2937.25,32,0.991311,27.843138,0
1025.648,0,4.6875,2946.5,31,0.9943915,30.19608,0
1025.898,0,4.6875,2976,30,0.9923785,33.333332,0
1026.142,-0.78125,4.6875,2976,30,0.9923785,33.333332,0
1026.415,-0.78125,4.6875,2990.25,29.5,0.990945,33.333332,0
1026.650,-0.78125,4.6875,3004.75,29.5,0.9895115,33.72549,0
1026.891,-0.78125,4.6875,3056.75,27,0.997899,39.215687,0
1027.140,-0.78125,4.6875,3056.75,27,0.997899,39.215687,0
1027.416,0,4.6875,3071.75,24,1.0187,38.82353,0
1027.745,-0.78125,4.6875,3112.5,27,0.988932,38.82353,0
1028.010,-0.78125,4.6875,3112.5,27,0.988932,38.82353,0
1028.318,-2.34375,6.25,3153,20.5,0.9977465,39.60784,0
1028.601,-3.125,6.25,3171,20,0.997411,39.60784,0
1028.866,-3.125,6.25,3233,26.5,0.9903655,38.82353,0
1029.110,-3.125,6.25,3233,26.5,0.9903655,38.82353,0
1029.427,-3.125,6.25,3254,23.5,0.9974415,39.215687,0
1029.636,-2.34375,6.25,3283,25.5,1.000339,38.82353,0
1029.910,-2.34375,6.25,3296.5,23.5,0.9924395,39.215687,0
1030.134,-3.125,6.25,3347.5,21.5,0.997533,38.82353,0
1030.415,-3.125,6.25,3347.5,21.5,0.997533,38.82353,0
1031.048,-0.78125,4.6875,3368.25,14,0.9914635,27.843138,0
1031.746,-3.125,4.6875,3368.25,14,0.9914635,27.843138,0
1032.205,-2.34375,4.6875,3261.5,29,0.993751,14.117647,0
1032.508,-2.34375,4.6875,3261.5,32,0.9892065,13.725491,0
1032.758,-2.34375,4.6875,3234.75,27,0.9965265,13.725491,0
1032.962,-2.34375,4.6875,3228.25,37,0.9956115,13.725491,0
1033.159,-0.78125,4.6875,3192.25,43.5,0.999119,15.294118,0
1033.399,-1.5625,4.6875,3197.25,36,0.998143,22.745098,0
1033.651,-0.78125,4.6875,3206.25,35,0.995825,24.313726,0
1033.921,-2.34375,4.6875,3229,31,0.9901215,32.156864,0
1034.134,-1.5625,4.6875,3239.25,29.5,0.9931715,33.333332,0
1034.402,-1.5625,4.6875,3265,30,0.993934,32.941177,0
1034.660,-1.5625,4.6875,3265,30,0.993934,32.941177,0
1034.935,-1.5625,4.6875,3308.25,28.5,0.991128,34.509804,0
1035.158,-2.34375,4.6875,3308.25,28.5,0.991128,34.509804,0
1035.351,-3.125,6.25,3343,27,0.9914635,36.862743,0
1035.591,-2.34375,6.25,3363.5,25,0.998692,38.431374,0
1035.853,-3.125,6.25,3391.75,24.5,1.003999,40,0
1036.089,-2.34375,6.25,3422.75,3.5,1.013454,41.17647,0
1036.420,-3.90625,4.6875,3422.75,3.5,1.013454,41.17647,0
1036.652,0,4.6875,3393.5,9,1.1427435,13.333333,0
1036.856,0,4.6875,3393.5,9,1.1427435,13.333333,0
1037.133,0,4.6875,3337.75,39.5,1.9988174,13.725491,0
1037.376,0,4.6875,3337.75,39.5,1.9988174,13.725491,0
1037.663,0,4.6875,3310,23.5,1.078602,14.509804,0
1037.911,0,4.6875,3305.75,28.5,1.078602,14.509804,0
1038.158,0,4.6875,3305.75,28.5,0.909449,13.725491,0
1038.354,2.34375,4.6875,3286.75,27,0.9288165,14.117647,0
1038.594,2.34375,4.6875,3286.75,27,0.9288165,14.117647,0
1038.863,1.5625,4.6875,3282.25,25,0.9206425,14.117647,0
1039.116,2.34375,4.6875,3254.5,25.5,0.9091135,14.117647,0
1039.404,1.5625,4.6875,3249.25,31.5,0.905301,13.725491,0
1039.662,3.125,4.6875,3249.25,31.5,0.905301,13.725491,0
1039.860,3.125,4.6875,3237.5,38.5,0.920124,14.509804,0
1040.111,0.78125,4.6875,3237.5,38.5,0.912987,15.686275,0
1040.333,0.78125,4.6875,3224.5,41.5,0.8842255,18.82353,0
1040.568,-1.5625,4.6875,3224.5,41.5,0.8842255,18.82353,0
1040.736,0,4.6875,3230,40.5,0.980453,19.607843,0
1040.937,-0.78125,4.6875,3228.75,35,0.980453,20,0
1041.169,-0.78125,4.6875,3230.5,34.5,0.988627,20,0
1041.353,-0.78125,4.6875,3231,36,0.9896335,20,0
1041.601,-0.78125,4.6875,3231,36,0.9896335,20,0
1041.833,0,4.6875,3241.25,41,0.9901825,19.607843,0
1042.049,-0.78125,4.6875,3241.25,34.5,1.008513,24.313726,0
1042.253,0,4.6875,3240.5,34,0.996618,25.09804,0
1042.488,-0.78125,4.6875,3257.75,31.5,0.999302,25.09804,0
1042.759,-1.5625,4.6875,3268.5,34,0.990945,25.09804,0
1042.987,-0.78125,4.6875,3275.75,30.5,0.997716,25.09804,0
1043.209,-0.78125,4.6875,3272.75,31,0.994056,24.705883,0
1043.435,-0.78125,4.6875,3275.75,30.5,0.9990275,25.09804,0
1043.662,-0.78125,4.6875,3285,29.5,0.9945135,25.09804,0
1043.911,-1.5625,4.6875,3294.25,34.5,0.9963435,24.705883,0
1044.171,-0.78125,4.6875,3301.25,30.5,0.998204,25.09804,0
1044.455,-0.78125,4.6875,3301.25,30.5,0.998204,25.09804,0
1044.670,-0.78125,4.6875,3302.25,25,0.998631,23.921568,0
1044.880,-1.5625,4.6875,3302.25,25,0.998631,23.921568,0
1045.095,-2.34375,4.6875,3310.75,34,0.988688,22.352942,0
1045.361,-1.5625,4.6875,3310,33,0.9924395,22.352942,0
1045.560,-0.78125,4.6875,3310,33,0.9924395,22.352942,0
1045.845,-2.34375,4.6875,3307.25,31,1.002169,21.960785,0
1046.090,-1.5625,4.6875,3300,27.5,0.996496,21.960785,0
1046.347,-1.5625,4.6875,3305.75,29.5,0.9870105,20.784313,0
1046.630,-1.5625,4.6875,3307.5,35,0.998814,20,0
1046.862,-1.5625,4.6875,3300,38.5,0.9939035,20,0
1047.099,-1.5625,4.6875,3300,38.5,0.9939035,20,0
1047.316,-1.5625,4.6875,3298.5,37.5,0.9929885,20,0
1047.609,-1.5625,4.6875,3298,38,0.9943,20,0
1047.861,-1.5625,4.6875,3295.25,35.5,0.9940255,20,0
1048.113,-1.5625,4.6875,3295.25,35.5,0.9940255,20,0
1048.406,-1.5625,4.6875,3294.5,41,0.9960385,19.607843,0
1048.663,-1.5625,4.6875,3286.75,37.5,0.99918,20,0
1048.908,-1.5625,4.6875,3278.75,35,0.9919515,20,0
1049.141,-1.5625,4.6875,3276.5,38,0.9969535,20,0
1049.410,-1.5625,4.6875,3273.75,36.5,0.99369,20,0
1049.666,-1.5625,4.6875,3263.25,41,0.993812,20,0
1049.907,-1.5625,4.6875,3236.25,24.5,0.9991495,14.509804,0
1050.166,-3.90625,4.6875,3206,29,0.971303,13.333333,0
1050.462,-0.78125,4.6875,3210.5,32.5,1.016748,13.725491,0
1050.704,-1.5625,4.6875,3188.75,33,0.9975025,13.725491,0
1050.891,-1.5625,4.6875,3168.5,31.5,0.9975025,13.725491,0
1051.113,0,4.6875,3152.75,10.5,1.0275755,13.333333,0
1051.372,0,4.6875,3116.5,1.5,1.2316815,14.509804,0
1051.659,0,4.6875,3116.5,1.5,1.2316815,14.509804,0
1051.861,0,4.6875,3077.75,36.5,1.9988174,14.117647,0
1052.106,0,4.6875,3016.25,36.5,1.9988174,13.725491,0
1052.396,0,4.6875,2979.25,36.5,1.9988174,13.725491,0
1052.611,0,4.6875,2979.25,36.5,1.9988174,13.725491,0
1052.876,0,4.6875,2908.25,37,1.9988174,13.725491,0
1053.341,0,4.6875,2872.75,37.5,1.9988174,13.333333,0
1053.956,0,4.6875,2872.75,37.5,1.9988174,13.333333,0
1054.654,0,4.6875,2685,39.5,1.9988174,12.941176,0
1054.836,0,4.6875,2685,39.5,1.9988174,12.941176,0
1055.062,0,4.6875,2633,41.5,1.9988174,12.941176,0
1055.309,0,4.6875,2584,43,1.9988174,12.941176,0
1055.570,0,4.6875,2584,43,1.9988174,12.941176,0
1055.753,0,4.6875,2549.75,43.5,1.9988174,12.941176,0
1056.065,0,4.6875,2522.75,45,1.9988174,12.941176,0
1056.628,0,4.6875,2497.75,45.5,1.9988174,12.941176,0
1057.167,0,14.0625,2368,43,1.9988174,12.54902,0
1057.652,0,14.0625,2368,43,1.9988174,12.54902,0
1057.848,0,14.0625,1757.5,44,1.9988174,12.54902,0
1058.100,0,14.0625,1757.5,44,1.9988174,12.54902,0
1058.379,0,14.0625,1333.25,41,1.9988174,12.54902,0
1058.645,0,14.0625,1333.25,41,1.9988174,12.54902,0
1058.890,0,14.0625,1357,39.5,1.9988174,12.156863,0
1059.107,0,14.0625,1519.25,36.5,1.9988174,12.156863,0
1059.401,0,14.0625,1856.5,42,1.9988174,12.156863,0
1059.948,0,14.0625,1856.5,42,1.9988174,12.156863,0
1060.839,0,14.0625,1909,43,1.9988174,12.54902,0
1061.399,0,14.0625,1618.5,40,1.9988174,12.156863,0
1061.625,0,14.0625,1618.5,40,1.9988174,12.156863,0
1061.865,0,4.6875,1506.25,15,1.9988174,12.156863,0
1062.057,0,4.6875,1430.25,36,1.9988174,13.725491,0
1062.307,0,4.6875,1430.25,36,1.9988174,13.725491,0
1062.542,0,4.6875,1481.75,31.5,1.874042,18.431372,0
1062.792,0,4.6875,1508.75,26,0.882548,24.313726,0
1063.057,-0.78125,4.6875,1508.75,26,0.882548,24.313726,0
1063.251,2.34375,4.6875,1536.5,30.5,0.8955715,24.313726,0
1063.472,0.78125,4.6875,1611,32.5,0.935923,25.490196,0
1063.719,-0.78125,4.6875,1640.25,33.5,0.9113095,25.882353,0
1063.960,1.5625,4.6875,1719,35,0.936472,31.37255,0
1064.159,4.6875,4.6875,1903.5,29.5,0.922869,39.215687,0
1064.416,2.34375,4.6875,1903.5,29.5,0.922869,39.215687,0
1064.661,1.5625,4.6875,2075.5,29.5,0.900665,39.60784,0
1064.876,3.125,4.6875,2187.75,31,0.940681,47.058823,0
1065.115,1.5625,4.6875,2187.75,31,0.940681,47.058823,0
1065.312,1.5625,4.6875,2296.25,30,0.970266,50.19608,0
1065.518,0.78125,6.25,2549.25,20,0.9920125,52.941177,0
1065.793,-0.78125,6.25,2549.25,20,0.9920125,52.941177,0
1066.549,0,6.25,2644.5,17.5,1.0043955,57.2549,0
1067.062,0,6.25,2858.75,17.5,1.000095,58.039215,0
1067.303,-2.34375,6.25,3532.5,19,0.9791415,74.117645,0
1067.562,-3.90625,6.25,3733,15.5,0.9965265,88.62745,0.009765923
1067.746,-0.78125,6.25,3733,15.5,0.9965265,88.62745,0.009765923
1068.003,-0.78125,6.25,3969.75,13,1.0240985,93.333336,0.035157323
1068.302,-0.78125,6.25,4432.25,14,0.9642575,93.72549,0.08008057
1068.558,-0.78125,6.25,4432.25,14,0.9642575,93.72549,0.08008057
1068.843,-0.78125,6.25,4690.5,16,0.9668195,95.29412,0.095706046
1069.102,-0.78125,6.25,5211.25,17.5,0.9418705,94.5098,0.11914426
1069.359,-0.78125,6.25,5211.25,17.5,0.9418705,94.5098,0.11914426
1069.623,0,4.6875,5385.75,2.5,1.00406,89.01961,0
1069.818,0,4.6875,5237.5,14.5,1.482971,14.509804,0
1070.046,0,4.6875,5275.5,38.5,1.9988174,14.90196,0
1070.287,0,4.6875,5232.5,38.5,1.9988174,14.509804,0
1070.551,0,4.6875,5049.75,39,1.9988174,14.90196,0
1070.862,0,4.6875,5049.75,39,1.9988174,14.90196,0
1071.057,0,4.6875,4837.5,41.5,1.9988174,14.509804,0
1071.313,0,4.6875,4837.5,41.5,1.9988174,14.509804,0
1071.554,0,4.6875,4708.25,42,1.9988174,14.117647,0
1071.813,0,4.6875,4404.25,43,1.9988174,12.941176,0
1072.087,0,4.6875,4404.25,43,1.9988174,12.941176,0
1072.375,0,4.6875,3844,39.5,1.9988174,13.333333,0
1072.630,0,4.6875,3573.25,41,1.9988174,13.333333,0
1072.904,0,4.6875,3573.25,41,1.9988174,13.333333,0
1073.098,0,4.6875,3293.75,38,1.9988174,13.333333,0
1073.393,0,4.6875,2950,36.5,1.9988174,14.117647,0
1073.626,0,4.6875,2736.25,37.5,1.9988174,13.333333,0
1073.852,0,4.6875,2554,43,1.9988174,13.333333,0
1074.056,0,4.6875,2554,43,1.9988174,13.333333,0
1074.322,0,14.0625,2396,43.5,1.9988174,12.941176,0
1074.577,0,14.0625,2224.5,39,1.9988174,12.156863,0
1074.824,0,14.0625,2009.25,42,1.9988174,12.54902,0
1075.233,0,14.0625,1844,43.5,1.9988174,12.941176,0
1076.075,0,14.0625,1440.25,38.5,1.9988174,12.54902,0
1076.299,0,14.0625,1440.25,38.5,1.9988174,12.54902,0
1076.562,0,14.0625,1334.75,40.5,1.9988174,12.156863,0
1076.751,0,14.0625,1296.25,40,1.9988174,11.764706,0
1076.996,0,14.0625,1216.75,41,1.9988174,11.372549,0
1077.286,0,14.0625,1090,39,1.9988174,11.764706,0
1077.540,0,14.0625,924.5,39.5,1.9988174,11.764706,0
1077.813,0,4.6875,924.5,39.5,1.9988174,12.156863,0
1078.083,0,4.6875,1010,8,1.9988174,29.411764,0.003906369
1078.306,0,4.6875,1053.75,-5.5,0.91561,75.68627,0.027344584
1078.602,3.90625,4.6875,1354,-1.5,0.883646,75.29412,0.0507828
1078.824,2.34375,4.6875,1354,0.5,0.947391,74.90196,0.08008057
1079.081,-0.78125,6.25,1591,2,0.9461405,80,0
1079.364,3.90625,6.25,1781.25,4,0.928176,86.27451,0.02148503
1079.656,8.59375,6.25,2265.25,7.5,0.962153,85.882355,0.07226783
1079.924,7.8125,6.25,2265.25,7.5,0.962153,85.882355,0.07226783
1080.215,4.6875,6.25,2546,9.5,0.8651325,86.27451,0.09765923
1080.496,2.34375,6.25,2775.5,10.5,0.859368,88.23529,0.11523789
1080.724,3.125,6.25,3302.25,12,0.881572,87.45098,0
1081.023,7.8125,6.25,3548.5,13,0.907802,88.62745,0
1081.219,10.15625,6.25,3830.5,12.5,0.8359135,92.15686,0
1081.463,7.8125,6.25,3830.5,12.5,0.8359135,92.15686,0
1081.747,0.78125,6.25,4061.25,13,0.765672,93.72549,0
1082.020,-2.34375,6.25,4282.25,15,0.765611,94.117645,0
1082.740,-1.5625,6.25,4929.5,18,0.788547,96.86275,0
1083.412,-0.78125,6.25,4929.5,18,0.8240185,96.86275,0
1083.785,0,6.25,5623.5,18.5,0.813069,93.72549,0.0253914
1084.003,0.78125,6.25,6199.75,19.5,0.8104155,93.72549,0.06250191
1084.175,2.34375,6.25,6436.5,20.5,0.819962,93.72549,0.074221015
1084.412,2.34375,6.25,6626.25,21,0.8141975,93.333336,0.08594012
1084.693,4.6875,6.25,6992.5,23,0.8196875,90.98039,0.1015656
1085.088,5.46875,6.25,7211,23,0.8234085,89.803925,0.1015656
1085.691,4.6875,6.25,7211,23,0.8234085,89.803925,0.1015656
1086.459,0,4.6875,7537.25,21.5,0.847534,85.882355,0
1086.755,0.78125,6.25,6277.5,37.5,0.8560435,14.509804,0
1087.007,0,6.25,5396.25,17,0.9505935,94.117645,0.044923246
1087.194,0,6.25,5490.75,16,0.9502275,93.72549,-0.94534135
1087.457,0,6.25,5587.75,16,0.9353435,94.117645,-0.94534135
1087.695,-0.78125,6.25,5670.5,16,0.9184465,94.5098,-0.94534135
1087.958,-0.78125,6.25,5864.25,16,0.906521,94.5098,-0.94534135
1088.201,-0.78125,6.25,5864.25,16,0.906521,94.5098,-0.94534135
1088.393,0,6.25,6048.75,17,0.8866655,93.72549,-0.94534135
1088.613,0,6.25,6048.75,17,0.8866655,93.72549,-0.94534135
1088.893,0,6.25,6113,16.5,0.9901215,94.5098,-0.94534135
1089.146,0,4.6875,6088,3.5,0.965569,35.294117,0
1089.343,0,4.6875,5931.25,41,1.9988174,14.90196,0
1089.615,0,4.6875,5835.5,40.5,1.9988174,14.90196,0
1089.886,0,4.6875,5669,40,1.9988174,14.90196,0
1090.134,0,4.6875,5578.25,38.5,1.9988174,14.90196,0
1090.394,0,4.6875,5458.75,38,1.9988174,14.90196,0
1090.646,0,4.6875,5458.75,38,1.9988174,14.90196,0
1090.902,0,4.6875,5345,38,1.9988174,14.509804,0
1091.146,0,4.6875,5248.25,38.5,1.9988174,14.90196,0
1091.395,0,4.6875,4983.5,39,1.9988174,14.509804,0
1091.620,0,4.6875,4983.5,39,1.9988174,14.509804,0
1091.866,0,4.6875,4908.5,40.5,1.9988174,14.509804,0
1092.181,0,4.6875,4820.75,41,1.9988174,14.117647,0
1092.405,0,4.6875,4743,42,1.9988174,13.725491,0
1092.654,0,4.6875,4639.75,43,1.9988174,13.333333,0
1092.925,0,4.6875,4445.5,43.5,1.9988174,13.333333,0
1093.149,0,4.6875,4445.5,43.5,1.9988174,13.333333,0
1093.391,0,4.6875,4379.5,42.5,1.9988174,13.333333,0
1093.624,0,4.6875,4379.5,42.5,1.9988174,13.333333,0
1093.861,0,4.6875,4332.75,42,1.9988174,13.333333,0
1094.099,0,4.6875,4216.25,41,1.9988174,12.941176,0
1094.382,0,4.6875,4216.25,41,1.9988174,12.941176,0
1094.644,0,4.6875,4166,41,1.9988174,13.333333,0
1094.876,0,4.6875,4040.75,39,1.9988174,13.333333,0
1095.122,0,4.6875,4040.75,39,1.9988174,13.333333,0
1095.305,0,4.6875,3988,38.5,1.9988174,13.333333,0
1095.555,0,4.6875,3931.5,39.5,1.9988174,13.333333,0
1095.805,0,4.6875,3827.75,39.5,1.9988174,13.333333,0
1096.071,0,4.6875,3827.75,39.5,1.9988174,13.333333,0
1096.313,0,4.6875,3741.5,41.5,1.9988174,13.333333,0
1096.543,0,4.6875,3741.5,41.5,1.9988174,13.333333,0
1096.775,0,4.6875,3693.5,40,1.9988174,13.333333,0
1097.014,0,4.6875,3628.75,40.5,1.9988174,13.333333,0
1097.265,0,4.6875,3628.75,40.5,1.9988174,13.333333,0
1097.540,0,4.6875,3587.75,40.5,1.9988174,13.333333,0
1097.805,0,4.6875,3554.5,41,1.9988174,13.333333,0
1097.969,0,4.6875,3576.75,35.5,1.623027,14.509804,0
1098.218,0,6.25,3549.25,26.5,0.935557,29.80392,0
1098.459,-1.5625,6.25,3566,22.5,0.869006,36.862743,0
1098.715,-1.5625,6.25,3594.75,12,0.896639,44.705883,0
1098.954,-1.5625,6.25,3633.25,18,0.9149085,42.35294,0
1099.260,0,6.25,3673,23,1.007232,47.058823,0
1099.510,0,6.25,3724.5,22,0.9999425,53.333332,0
1099.726,0,6.25,3766.5,19,1.0017115,53.72549,0
1099.971,0,6.25,3822.75,22,0.9979905,55.294117,0
1100.248,0,6.25,3864.75,21.5,1.0043344,58.82353,0
1100.521,0,6.25,3919.5,15,1.0017725,60,0
1100.736,-0.78125,6.25,3981.25,17,0.991555,59.215687,0
1100.995,-0.78125,6.25,4035.5,17.5,0.9882,58.431374,0
1101.261,-1.5625,6.25,4146.5,21.5,0.9919515,58.82353,0
1101.492,-1.5625,6.25,4195.25,17.5,0.997411,59.215687,0
1101.696,-1.5625,6.25,4195.25,17.5,0.997411,59.215687,0
1101.898,-0.78125,6.25,4241.75,15,0.992958,45.882355,0
1102.125,-1.5625,6.25,4247.25,23.5,0.997106,44.313725,0
1102.421,-0.78125,6.25,4328,21,0.978501,63.92157,0
1102.654,-2.34375,6.25,4396.5,15.5,0.9940865,69.01961,0
1102.937,-0.78125,6.25,4396.5,15.5,0.9940865,69.01961,0
1103.160,-0.78125,6.25,4445.5,21,0.998814,64.31373,0
1103.398,-1.5625,6.25,4611.5,20.5,0.977159,79.60784,-0.48634297
1103.647,-3.90625,6.25,4611.5,20.5,0.977159,79.60784,-0.48634297
1103.879,-4.6875,6.25,4691.75,15,0.9745665,95.29412,-0.48634297
1104.165,-3.125,6.25,4914.75,16,1.0054325,96.86275,-0.48634297
1104.420,-2.34375,6.25,5034.25,17,0.99186,95.68627,-0.48634297
1104.613,-0.78125,6.25,5034.25,17,0.99186,95.68627,-0.48634297
1104.839,0,4.6875,5023.75,-5,0.867115,41.17647,0
1105.105,0,4.6875,5020.25,15.5,1.7180955,12.156863,0
1105.419,0,4.6875,4749.75,42,1.9988174,14.509804,0
1105.648,0,4.6875,4520.25,44,1.9988174,14.509804,0
1105.837,0,4.6875,4520.25,44,1.9988174,13.333333,0
1106.074,0,4.6875,4107.25,39.5,1.9988174,13.333333,0
1106.278,0,4.6875,3937.75,39,1.9988174,13.333333,0
1106.542,0,4.6875,3937.75,39,1.9988174,13.333333,0
1106.813,0,4.6875,3731.75,41,1.9988174,13.333333,0
1107.044,0,4.6875,3693,40.5,1.9988174,13.333333,0
1107.253,0,4.6875,3732,33,1.9988174,12.941176,0
1107.500,0,4.6875,3648,13.5,1.0798525,13.725491,0
1107.897,0,4.6875,3648,13.5,1.0798525,13.725491,0
1108.787,0,4.6875,3631.5,41,1.9988174,13.725491,0
1109.299,-0.78125,6.25,3691.75,22,0.9038675,40,0
1109.515,-3.90625,6.25,3931,20.5,0.9766405,72.54902,0
1109.711,-3.90625,6.25,4157.75,13.5,0.9888405,95.29412,0.03320414
1109.942,-3.90625,6.25,4157.75,13.5,0.9888405,95.29412,0.03320414
1110.208,-3.125,6.25,4256.25,13.5,1.015162,94.117645,0.0507828
1110.444,-3.125,6.25,4331,14,0.9895725,94.5098,0.070314646
1110.622,-3.125,6.25,4450.5,14.5,0.970266,94.90196,0.08398694
1110.834,-2.34375,6.25,4657.75,16,0.9576695,95.29412,-0.39649647
1111.043,-2.34375,6.25,4736,15.5,0.9507155,96.07843,-0.39649647
1111.255,-1.5625,6.25,4736,15.5,0.9507155,96.07843,-0.39649647
1111.481,-2.34375,6.25,4833.75,15,0.9312565,97.64706,-1.3555101
1111.754,-2.34375,6.25,4940.75,15.5,0.933056,96.86275,-1.3105869
1112.012,-2.34375,6.25,5049.25,16,0.9142985,95.68627,-1.2558978
1112.252,-1.5625,6.25,5192,1,0.9966485,93.333336,-1.2285532
1112.509,0,4.6875,5192,1,0.9966485,93.333336,-1.2285532
1112.745,0,4.6875,5107.5,17,1.2574846,14.117647,0
1112.981,0,4.6875,5030.25,39,1.9988174,14.509804,0
1113.244,0,4.6875,5030.25,39,1.9988174,14.509804,0
1113.447,0,4.6875,4881.25,41,1.9988174,14.509804,0
1113.651,0,4.6875,4583.25,43.5,1.9988174,13.725491,0
1113.880,0,4.6875,4408,43.5,1.9988174,13.333333,0
1114.097,0,4.6875,4408,43.5,1.9988174,13.333333,0
1114.327,0,4.6875,4146,40.5,1.9988174,13.333333,0
1114.521,0,4.6875,4016.5,39,1.9988174,13.333333,0
1114.806,0,4.6875,3872.25,40.5,1.9988174,13.333333,0
1115.020,0,4.6875,3872.25,40.5,1.9988174,13.333333,0
1115.286,0,4.6875,3760.5,40,1.9988174,13.333333,0
1115.503,0,4.6875,3623.75,40.5,1.9988174,13.725491,0
1115.731,0,4.6875,3357,39.5,1.9988174,13.725491,0
1115.979,0,4.6875,3357,39.5,1.9988174,13.725491,0
1116.207,0,4.6875,3154.75,37.5,1.9988174,13.725491,0
1116.406,0,4.6875,3154.75,37.5,1.9988174,13.725491,0
1116.630,0,4.6875,3085.25,37,1.9988174,14.117647,0
1116.886,0,4.6875,3007.5,36.5,1.9988174,13.725491,0
1117.144,0,4.6875,3007.5,36.5,1.9988174,13.725491,0
1117.393,0,4.6875,3013.25,30.5,1.9988174,12.156863,0
1117.650,0,4.6875,3013.25,30.5,1.9988174,12.156863,0
1117.852,0,4.6875,2976.25,30,1.030046,18.039215,0
1118.269,-3.125,4.6875,2975.75,24,0.9091745,29.80392,0
1118.456,-2.34375,6.25,3053.75,14.5,0.916952,44.705883,0
1118.696,-2.34375,6.25,3053.75,14.5,0.916952,44.705883,0
1118.926,-1.5625,6.25,3077,22.5,0.9611465,44.313725,0
1119.136,-1.5625,6.25,3104.25,22.5,0.990518,45.882355,0
1119.317,-1.5625,6.25,3142,22,0.991616,50.588234,0
1119.617,-1.5625,6.25,3175,21.5,0.988627,51.764706,0
1119.822,-1.5625,6.25,3284.5,20.5,1.001742,55.686275,0
1120.036,-1.5625,6.25,3284.5,20.5,1.001742,55.686275,0
1120.240,-1.5625,6.25,3313,20,0.988139,59.215687,0
1120.497,-2.34375,6.25,3367,19.5,0.9985395,63.92157,0
1120.795,-2.34375,6.25,3425.25,19.5,0.989664,66.27451,0
1121.009,-2.34375,6.25,3567.75,20,0.992836,68.23529,0
1121.235,-3.125,6.25,3567.75,20,0.992836,68.23529,0
1121.410,-3.125,6.25,3636.75,19,0.9836555,75.29412,0
1121.649,-3.125,6.25,3772.25,19,0.9989055,77.64706,0
1121.918,-3.125,6.25,3772.25,19,0.9989055,77.64706,0
1122.172,-1.5625,6.25,4013.75,15,1.0215365,91.76471,0.017578661
1122.409,0,6.25,4135,13,0.9676125,94.117645,0.039063692
1122.586,-0.78125,6.25,4135,13,0.9676125,94.117645,0.039063692
1122.815,-2.34375,6.25,4341.5,14,0.984174,94.5098,0.0761742
1123.041,-3.125,6.25,4451.75,14,0.988383,94.90196,0.08789331
1123.313,-3.125,6.25,4555,15,0.988383,94.90196,0.08789331
1123.522,-2.34375,6.25,4555,15,0.9979295,94.90196,0.1015656
1123.762,-2.34375,6.25,4698,16,0.9976245,96.07843,0.11523789
1123.993,-2.34375,6.25,4895,15.5,0.9883525,97.64706,-0.86916715
1124.216,-2.34375,6.25,4895,15.5,0.9883525,97.64706,-0.86916715
1124.437,-2.34375,6.25,5108.75,16,0.9968925,95.68627,-0.86916715
1124.687,-2.34375,6.25,5108.75,16,0.9968925,95.68627,-0.86916715
1124.919,-1.5625,6.25,5230,16,0.995215,94.5098,-0.86916715
1125.168,-1.5625,6.25,5300.75,16,0.9948795,94.90196,-0.86916715
1125.448,-1.5625,6.25,5408.75,16,0.993812,94.117645,-0.86916715
1125.629,-1.5625,6.25,5619.75,16,0.993568,94.117645,-0.86916715
1125.860,-1.5625,6.25,5713.25,16,0.9933545,94.5098,-0.86916715
1126.109,-1.5625,6.25,5713.25,16,0.9933545,94.5098,-0.86916715
1126.332,-1.5625,6.25,5899.5,16,0.9948795,94.90196,-0.86916715
1126.552,-0.78125,6.25,5996.75,16,0.992958,94.5098,-0.86916715
1126.797,-0.78125,6.25,5996.75,16,0.992958,94.5098,-0.86916715
1126.995,0,6.25,6108,16.5,0.998021,94.5098,-0.86916715
1127.222,0,6.25,6270.25,17,0.9928665,94.117645,-1.3691825
1127.429,0.78125,6.25,6270.25,17,0.9928665,94.117645,-1.3691825
1127.681,0.78125,6.25,6371,17,0.9941475,93.72549,-1.3242592
